x,Pitot
0.0,-1.1264642477035522
0.02,-1.1264642477035522
0.04000000000000001,0.4406532943248749
0.04000000000000001,0.4406532943248749
0.04000000000000001,0.4406532943248749
0.04000000000000001,0.4406532943248749
0.04000000000000001,0.4406532943248749
0.04000000000000001,1.2386248111724854
0.06,1.2386248111724854
0.08,1.2386248111724854
0.1,1.2386248111724854
0.12000000000000001,1.2386248111724854
0.14,-0.7951855659484863
0.16000000000000003,-0.7951855659484863
0.18000000000000002,-0.7951855659484863
0.2,-0.7951855659484863
0.22000000000000003,-0.7951855659484863
0.24000000000000002,-0.3243199586868286
0.26,-0.3243199586868286
0.28,-0.3243199586868286
0.3,-0.3243199586868286
0.32,-0.3243199586868286
0.34,-2.824284076690674
0.36,-2.824284076690674
0.38,-2.824284076690674
0.4,-2.824284076690674
0.42,-2.824284076690674
0.44,0.8270970582962036
0.46,0.8270970582962036
0.48,0.8270970582962036
0.5,0.8270970582962036
0.52,0.8270970582962036
0.54,0.5779972076416016
0.56,0.5779972076416016
0.5800000000000001,0.5779972076416016
0.6,0.5779972076416016
0.62,0.5779972076416016
0.64,3.359081268310547
0.66,3.359081268310547
0.68,3.359081268310547
0.7000000000000001,3.359081268310547
0.72,3.359081268310547
0.74,-0.22679771482944489
0.76,-0.22679771482944489
0.78,-0.22679771482944489
0.8,-0.22679771482944489
0.8200000000000001,-0.22679771482944489
0.8400000000000001,1.9113482236862183
0.86,1.9113482236862183
0.88,1.9113482236862183
0.9,1.9113482236862183
0.92,1.9113482236862183
0.9400000000000001,2.528076171875
0.9600000000000001,2.528076171875
0.98,2.528076171875
1.0,2.528076171875
1.02,2.528076171875
1.04,2.7381937503814697
1.06,2.7381937503814697
1.08,2.7381937503814697
1.1,2.7381937503814697
1.12,2.7381937503814697
1.139999999,1.7677463293075562
1.159999999,1.7677463293075562
1.179999999,1.7677463293075562
1.199999999,1.7677463293075562
1.22,1.7677463293075562
1.24,3.7273173332214355
1.26,3.7273173332214355
1.28,3.7273173332214355
1.3,3.7273173332214355
1.32,3.7273173332214355
1.34,-2.008068084716797
1.359999999,-2.008068084716797
1.379999999,-2.008068084716797
1.399999999,-2.008068084716797
1.419999999,-2.008068084716797
1.439999999,0.5871869921684265
1.46,0.5871869921684265
1.48,0.5871869921684265
1.5,0.5871869921684265
1.52,0.5871869921684265
1.54,0.9747744798660278
1.56,0.9747744798660278
1.58,0.9747744798660278
1.6,0.9747744798660278
1.62,0.9747744798660278
1.6400000000000001,0.9474933743476868
1.6600000000000001,0.9474933743476868
1.6800000000000002,0.9474933743476868
1.7000000000000002,0.9474933743476868
1.72,0.9474933743476868
1.74,0.15195447206497192
1.76,0.15195447206497192
1.78,0.15195447206497192
1.8,0.15195447206497192
1.82,0.15195447206497192
1.84,9.09177017211914
1.859999999,9.09177017211914
1.879999999,9.09177017211914
1.899999999,9.09177017211914
1.92,9.09177017211914
1.94,1.1956242322921753
1.96,1.1956242322921753
1.98,1.1956242322921753
2.0,1.1956242322921753
2.02,1.1956242322921753
2.04,-1.624862551689148
2.06,-1.624862551689148
2.08,-1.624862551689148
2.1,-1.624862551689148
2.12,-1.624862551689148
2.14,2.316767692565918
2.16,2.316767692565918
2.18,2.316767692565918
2.2,2.316767692565918
2.22,2.316767692565918
2.239999999,-1.7550216913223267
2.2600000000000002,-1.7550216913223267
2.279999999,-1.7550216913223267
2.299999999,-1.7550216913223267
2.3199999989999998,-1.7550216913223267
2.339999999,3.599478006362915
2.359999999,3.599478006362915
