x,FL,FR,RL,RR
1.54,2.279423475265503,2.2771453857421875,2.2547390460968018,2.239922285079956
1.54,2.279423475265503,2.2771453857421875,2.2547390460968018,2.239922285079956
1.56,2.279423475265503,2.2771453857421875,2.2547390460968018,2.239922285079956
1.56,2.279423475265503,2.2771453857421875,2.2547390460968018,2.239922285079956
1.56,2.279423475265503,2.2771453857421875,2.2547390460968018,2.239922285079956
1.58,1.1170927286148071,1.143326997756958,1.1185020208358765,1.1151219606399536
1.58,1.1170927286148071,1.143326997756958,1.1185020208358765,1.1151219606399536
1.58,1.1170927286148071,1.143326997756958,1.1185020208358765,1.1151219606399536
1.58,1.1170927286148071,1.143326997756958,1.1185020208358765,1.1151219606399536
1.6,2.2358760833740234,2.3287346363067627,2.224515676498413,2.2848520278930664
1.6,2.2358760833740234,2.3287346363067627,2.224515676498413,2.2848520278930664
1.6,2.2358760833740234,2.3287346363067627,2.224515676498413,2.2848520278930664
1.6,2.2358760833740234,2.3287346363067627,2.224515676498413,2.2848520278930664
1.62,1.1467993259429932,1.0208696126937866,1.1409022808074951,1.18398118019104
1.62,1.1467993259429932,1.0208696126937866,1.1409022808074951,1.18398118019104
1.62,1.1467993259429932,1.0208696126937866,1.1409022808074951,1.18398118019104
1.6400000000000001,1.1682533025741577,1.1566181182861328,1.1741143465042114,1.0645127296447754
1.6400000000000001,1.1682533025741577,1.1566181182861328,1.1741143465042114,1.0645127296447754
1.6400000000000001,1.1682533025741577,1.1566181182861328,1.1741143465042114,1.0645127296447754
1.6400000000000001,1.1682533025741577,1.1566181182861328,1.1741143465042114,1.0645127296447754
1.6600000000000001,1.1682533025741577,1.1566181182861328,1.1741143465042114,1.0645127296447754
1.6600000000000001,1.1682533025741577,1.1566181182861328,1.1741143465042114,1.0645127296447754
1.6600000000000001,1.1682533025741577,1.1566181182861328,1.1741143465042114,1.0645127296447754
1.6600000000000001,1.1682533025741577,1.1566181182861328,1.1741143465042114,1.0645127296447754
