x,Yaw
0.0,-8.686021327952174e-18
0.0,-8.686021327952174e-18
0.0,-8.686021327952174e-18
0.0,-8.686021327952174e-18
0.0,-8.686021327952174e-18
0.04,-8.686021327952174e-18
0.04,-8.686021327952174e-18
0.04,-8.686021327952174e-18
0.060000000000000005,-8.686021327952174e-18
0.060000000000000005,-8.686021327952174e-18
0.08000000000000002,-8.686021327952174e-18
0.08000000000000002,-8.686021327952174e-18
0.08000000000000002,-8.686021327952174e-18
0.08000000000000002,-8.686021327952174e-18
0.08000000000000002,-8.686021327952174e-18
0.12000000000000002,-8.686021327952174e-18
0.12000000000000002,-8.686021327952174e-18
0.12000000000000002,-8.686021327952174e-18
0.12000000000000002,-8.686021327952174e-18
0.12000000000000002,-8.686021327952174e-18
0.12000000000000002,-8.686021327952174e-18
0.16,-8.686021327952174e-18
0.16,-8.686021327952174e-18
0.18000000000000002,-8.686021327952174e-18
0.18000000000000002,-8.686021327952174e-18
0.18000000000000002,-8.686021327952174e-18
0.18000000000000002,-8.686021327952174e-18
0.18000000000000002,-8.686021327952174e-18
0.18000000000000002,-8.686021327952174e-18
0.22000000000000003,-8.686021327952174e-18
0.22000000000000003,-8.686021327952174e-18
0.22000000000000003,-8.686021327952174e-18
0.24000000000000005,-8.686021327952174e-18
0.24000000000000005,-8.686021327952174e-18
0.24000000000000005,-8.686021327952174e-18
0.24000000000000005,-8.686021327952174e-18
0.24000000000000005,-8.686021327952174e-18
0.28,-8.686021327952174e-18
0.28,-8.686021327952174e-18
0.28,-8.686021327952174e-18
0.30000000000000004,-8.686021327952174e-18
0.30000000000000004,-8.686021327952174e-18
0.30000000000000004,-8.686021327952174e-18
0.30000000000000004,-8.686021327952174e-18
0.30000000000000004,-8.686021327952174e-18
0.34,-8.686021327952174e-18
0.34,-8.686021327952174e-18
0.34,-8.686021327952174e-18
0.36000000000000004,-8.686021327952174e-18
0.36000000000000004,-8.686021327952174e-18
0.36000000000000004,-8.686021327952174e-18
0.36000000000000004,-8.686021327952174e-18
0.36000000000000004,-8.686021327952174e-18
0.4,-8.686021327952174e-18
0.4,-8.686021327952174e-18
0.4,-8.686021327952174e-18
0.42000000000000004,-8.686021327952174e-18
0.42000000000000004,-8.686021327952174e-18
0.42000000000000004,-8.686021327952174e-18
0.42000000000000004,-8.686021327952174e-18
0.42000000000000004,-8.686021327952174e-18
0.46,-8.686021327952174e-18
0.46,-8.686021327952174e-18
0.46,-8.686021327952174e-18
0.48000000000000004,-8.686021327952174e-18
0.48000000000000004,-8.686021327952174e-18
0.5,-8.686021327952174e-18
0.5,-8.686021327952174e-18
0.5,-8.686021327952174e-18
0.52,-8.686021327952174e-18
0.52,-8.686021327952174e-18
0.54,-8.686021327952174e-18
0.54,-8.686021327952174e-18
0.54,-8.686021327952174e-18
0.54,-8.686021327952174e-18
0.54,-8.686021327952174e-18
0.54,-8.686021327952174e-18
0.58,-8.686021327952174e-18
0.58,-8.686021327952174e-18
0.6,-8.686021327952174e-18
0.6,-8.686021327952174e-18
0.6,-8.686021327952174e-18
0.62,-8.686021327952174e-18
0.62,-8.686021327952174e-18
0.64,-8.686021327952174e-18
0.64,-8.686021327952174e-18
0.64,-8.686021327952174e-18
0.64,-8.686021327952174e-18
0.64,-8.686021327952174e-18
0.64,-8.686021327952174e-18
0.66,-8.686021327952174e-18
0.66,-8.686021327952174e-18
0.7,-8.686021327952174e-18
0.7,-8.686021327952174e-18
0.7,-8.686021327952174e-18
0.72,-8.686021327952174e-18
0.72,-8.686021327952174e-18
0.74,-8.686021327952174e-18
0.74,-8.686021327952174e-18
0.74,-8.686021327952174e-18
0.76,-8.686021327952174e-18
0.76,-8.686021327952174e-18
0.76,-8.686021327952174e-18
0.78,-8.686021327952174e-18
0.78,-8.686021327952174e-18
0.8,-8.686021327952174e-18
0.8,-8.686021327952174e-18
0.8,-8.686021327952174e-18
0.8,-8.686021327952174e-18
0.8,-8.686021327952174e-18
0.8,-8.686021327952174e-18
0.84,-8.686021327952174e-18
0.84,-8.686021327952174e-18
0.86,-8.686021327952174e-18
0.86,-8.686021327952174e-18
0.86,-8.686021327952174e-18
0.88,-8.686021327952174e-18
0.88,-8.686021327952174e-18
0.9,-8.686021327952174e-18
0.9,-8.686021327952174e-18
0.9,-8.686021327952174e-18
0.92,-8.686021327952174e-18
0.92,-8.686021327952174e-18
