x,Y
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740363041324215,2.0875774326006446e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.740364227203447,1.592414702519148e-06
19.7403608055629,1.0562015960557771e-06
19.7403608055629,1.0562015960557771e-06
19.7403608055629,1.0562015960557771e-06
19.7403608055629,1.0562015960557771e-06
19.7403608055629,1.0562015960557771e-06
19.7403608055629,1.0562015960557771e-06
19.7403608055629,1.0562015960557771e-06
19.7403608055629,1.0562015960557771e-06
19.7403608055629,1.0562015960557771e-06
19.7403608055629,1.0562015960557771e-06
19.7403608055629,1.0562015960557771e-06
19.7403608055629,1.0562015960557771e-06
19.7403608055629,1.0562015960557771e-06
19.7403608055629,1.0562015960557771e-06
19.7403608055629,1.0562015960557771e-06
19.74036213535825,7.177981681931804e-07
