x,In,Out,Radiator
0.0,24.7907772064209,25.304655075073242,25.203773498535156
0.019999999999999997,25.098905563354492,24.67412567138672,24.661087036132812
0.04,25.352048873901367,25.270769119262695,24.595727920532227
0.060000000000000005,25.072818756103516,24.973979949951172,25.08359718322754
0.08000000000000002,25.072818756103516,24.973979949951172,25.08359718322754
0.1,24.713716506958008,25.120765686035156,25.120113372802734
0.12000000000000002,24.713716506958008,25.120765686035156,25.120113372802734
0.14,24.26936912536621,24.7939395904541,25.033239364624023
0.16,25.33376693725586,24.933488845825195,24.99922752380371
0.18000000000000002,25.33376693725586,24.933488845825195,24.99922752380371
0.2,25.247011184692383,24.88280487060547,25.27442169189453
0.22000000000000003,25.247011184692383,24.88280487060547,25.27442169189453
0.24000000000000005,25.337387084960938,24.92489242553711,24.514751434326172
0.26,25.337387084960938,24.92489242553711,24.514751434326172
0.28,25.111757278442383,25.05010986328125,25.12355613708496
0.30000000000000004,24.710744857788086,24.92081642150879,24.715078353881836
0.30000000000000004,24.89610481262207,25.236915588378906,25.057458877563477
0.30000000000000004,25.22630500793457,25.007219314575195,25.110912322998047
0.30000000000000004,25.22630500793457,25.007219314575195,25.110912322998047
0.30000000000000004,24.12712287902832,25.44675636291504,24.593978881835938
0.30000000000000004,24.12712287902832,25.44675636291504,24.593978881835938
0.30000000000000004,24.97591781616211,25.453495025634766,25.320087432861328
0.32,24.97591781616211,25.453495025634766,25.320087432861328
0.32,24.521913528442383,25.2519474029541,25.396886825561523
0.32,24.521913528442383,25.2519474029541,25.396886825561523
0.32,24.487531661987305,25.30611228942871,25.498462677001953
0.34,24.696781158447266,24.979183197021484,24.948617935180664
0.34,24.696781158447266,24.979183197021484,24.948617935180664
0.34,25.176490783691406,24.863544464111328,25.371788024902344
0.36000000000000004,25.176490783691406,24.863544464111328,25.371788024902344
0.36000000000000004,25.6273136138916,24.755245208740234,25.230173110961914
0.36000000000000004,24.97382354736328,25.145021438598633,25.085552215576172
0.36000000000000004,24.97382354736328,25.145021438598633,25.085552215576172
0.38,24.881446838378906,24.78766441345215,25.56851577758789
0.38,24.881446838378906,24.78766441345215,25.56851577758789
0.38,25.445222854614258,24.668231964111328,25.290971755981445
0.4,24.96800994873047,24.433046340942383,25.11408042907715
0.4,24.96800994873047,24.433046340942383,25.11408042907715
0.4,25.07016372680664,24.94088363647461,25.02749252319336
0.4,25.07016372680664,24.94088363647461,25.02749252319336
0.42000000000000004,24.775854110717773,24.639230728149414,24.96340560913086
0.42000000000000004,24.775854110717773,24.639230728149414,24.96340560913086
0.42000000000000004,25.006038665771484,25.147090911865234,24.733322143554688
0.44,24.986730575561523,25.250234603881836,25.011564254760742
0.44,25.23270034790039,25.18707847595215,24.825185775756836
0.44,25.222148895263672,25.211387634277344,24.84510040283203
0.44,24.494638442993164,25.33594512939453,25.316890716552734
0.46,24.494638442993164,25.33594512939453,25.316890716552734
0.46,24.84910011291504,24.845550537109375,24.758716583251953
0.46,25.357013702392578,24.680339813232422,24.981449127197266
0.46,25.154525756835938,25.072019577026367,25.09971809387207
0.48000000000000004,25.154525756835938,25.072019577026367,25.09971809387207
0.48000000000000004,24.925643920898438,25.277477264404297,24.747844696044922
0.48000000000000004,24.925643920898438,25.277477264404297,24.747844696044922
0.48000000000000004,24.708633422851562,24.794910430908203,24.643962860107422
0.5,24.986574172973633,25.09878158569336,24.798139572143555
0.5,24.986574172973633,25.09878158569336,24.798139572143555
0.5,25.022085189819336,24.978790283203125,25.080469131469727
0.52,24.919775009155273,25.061065673828125,24.982681274414062
0.52,24.919775009155273,25.061065673828125,24.982681274414062
0.52,25.48289680480957,24.901416778564453,25.40978240966797
0.52,25.48289680480957,24.901416778564453,25.40978240966797
0.54,24.821443557739258,24.978654861450195,25.297821044921875
0.54,25.334320068359375,25.36467170715332,24.979663848876953
0.54,25.466955184936523,25.380292892456055,24.992563247680664
0.5599999999999999,25.466955184936523,25.380292892456055,24.992563247680664
0.5599999999999999,24.854528427124023,24.27916145324707,24.774314880371094
0.5599999999999999,24.899295806884766,24.446243286132812,25.78081703186035
0.5599999999999999,24.899295806884766,24.446243286132812,25.78081703186035
0.58,24.980587005615234,25.493711471557617,25.066022872924805
0.58,24.980587005615234,25.493711471557617,25.066022872924805
0.58,25.309091567993164,24.750537872314453,24.715139389038086
0.6,25.229686737060547,25.474231719970703,25.096969604492188
0.6,25.229686737060547,25.474231719970703,25.096969604492188
0.6,24.43429946899414,25.184377670288086,25.248472213745117
0.6,24.43429946899414,25.184377670288086,25.248472213745117
0.62,24.788089752197266,24.50244140625,24.79678726196289
0.62,24.788089752197266,24.50244140625,24.79678726196289
0.62,25.322607040405273,24.965457916259766,24.545482635498047
0.64,25.161436080932617,25.25908851623535,25.072444915771484
0.64,25.161436080932617,25.25908851623535,25.072444915771484
0.64,24.959468841552734,24.8638858795166,25.196441650390625
0.64,24.930248260498047,24.757944107055664,24.999958038330078
0.66,24.609886169433594,24.48592185974121,25.026273727416992
0.66,24.609886169433594,24.48592185974121,25.026273727416992
0.66,25.456151962280273,25.41374969482422,25.07451057434082
0.66,25.397960662841797,25.497879028320312,25.234590530395508
0.6799999999999999,24.942556381225586,25.820716857910156,25.140968322753906
0.6799999999999999,24.942556381225586,25.820716857910156,25.140968322753906
0.6799999999999999,25.03111457824707,24.732345581054688,24.693199157714844
0.7,24.594032287597656,24.974853515625,24.891244888305664
0.7,25.112564086914062,25.136777877807617,25.153778076171875
0.7,25.112564086914062,25.136777877807617,25.153778076171875
0.7,24.481338500976562,25.070404052734375,25.070594787597656
