x,IMU Vx,IMU Vy
108.34,0.0,0.0
108.36,0.0,0.0
108.36,0.0,0.0
108.37999999899999,0.0,0.0
108.37999999899999,0.0,0.0
108.399999999,0.0,0.0
108.42,0.0,0.0
108.42,0.0,0.0
108.44,0.0,0.0
108.459999999,0.0,0.0
108.459999999,0.0,0.0
108.48,0.0,0.0
108.5,0.0,0.0
108.5,0.0,0.0
108.51999999899999,0.0,0.0
108.539999999,0.0,0.0
108.539999999,0.0,0.0
108.56,0.0,0.0
108.58,0.0,0.0
108.58,0.0,0.0
108.599999999,0.0,0.0
108.62,0.0,0.0
108.62,0.0,0.0
108.64,0.0,0.0
108.659999999,0.0,0.0
108.659999999,0.0,0.0
108.679999999,0.0,0.0
108.679999999,0.0,0.0
108.7,0.0,0.0
108.72,0.0,0.0
108.72,0.0,0.0
108.73999999899999,0.0,0.0
108.759999999,0.0,0.0
108.759999999,0.0,0.0
108.78,0.0,0.0
108.799999999,0.0,0.0
108.799999999,0.0,0.0
108.819999999,0.0,0.0
108.84,0.0,0.0
108.84,0.0,0.0
108.86,0.0,0.0
108.87999999899999,0.0,0.0
108.87999999899999,0.0,0.0
108.899999999,0.0,0.0
108.92,0.0,0.0
108.92,0.0,0.0
108.94,0.0,0.0
108.94,0.0,0.0
108.959999999,0.0,0.0
108.98,0.0,0.0
108.98,0.0,0.0
109.0,0.0,0.0
109.01999999899999,0.0,0.0
109.01999999899999,0.0,0.0
109.039999999,0.0,0.0
109.06,0.0,0.0
109.06,0.0,0.0
109.08,0.0,0.0
109.09999999899999,0.0,0.0
109.09999999899999,0.0,0.0
109.12,0.0,0.0
109.14,0.0,0.0
109.14,0.0,0.0
109.159999999,0.0,0.0
109.179999999,0.0,0.0
109.179999999,0.0,0.0
109.2,0.0,0.0
109.2,0.0,0.0
109.22,0.0,0.0
109.23999999899999,0.0,0.0
109.23999999899999,0.0,0.0
109.259999999,0.0,0.0
109.28,0.0,0.0
109.28,0.0,0.0
109.299999999,0.0,0.0
109.319999999,0.0,0.0
109.319999999,0.0,0.0
109.34,0.0,0.0
109.36,0.0,0.0
109.36,0.0,0.0
109.37999999899999,0.0,0.0
109.399999999,0.0,0.0
109.399999999,0.0,0.0
109.42,0.0,0.0
109.44,0.0,0.0
109.44,0.0,0.0
109.459999999,0.0,0.0
109.459999999,0.0,0.0
109.48,0.0,0.0
109.5,0.0,0.0
109.5,0.0,0.0
109.51999999899999,0.0,0.0
109.539999999,0.0,0.0
109.539999999,0.0,0.0
109.56,0.0,0.0
109.58,0.0,0.0
109.58,0.0,0.0
109.599999999,0.0,0.0
109.62,0.0,0.0
109.62,0.0,0.0
109.64,0.0,0.0
109.659999999,0.0,0.0
109.659999999,0.0,0.0
109.679999999,0.0,0.0
109.7,0.0,0.0
109.7,0.0,0.0
109.72,0.0,0.0
109.73999999899999,0.0,0.0
109.73999999899999,0.0,0.0
109.759999999,0.0,0.0
109.759999999,0.0,0.0
109.78,0.0,0.0
109.799999999,0.0,0.0
109.799999999,0.0,0.0
109.819999999,0.0,0.0
109.84,0.0,0.0
109.84,0.0,0.0
109.86,0.0,0.0
109.87999999899999,0.0,0.0
109.87999999899999,0.0,0.0
109.899999999,0.0,0.0
109.92,0.0,0.0
109.92,0.0,0.0
109.94,0.0,0.0
109.959999999,0.0,0.0
109.98,0.0,0.0
109.98,0.0,0.0
110.0,0.0,0.0
110.01999999899999,0.0,0.0
110.01999999899999,0.0,0.0
110.039999999,0.0,0.0
110.06,0.0,0.0
110.06,0.0,0.0
110.08,0.0,0.0
110.09999999899999,0.0,0.0
110.09999999899999,0.0,0.0
110.12,0.0,0.0
110.14,0.0,0.0
110.14,0.0,0.0
110.159999999,0.0,0.0
110.179999999,0.0,0.0
110.2,0.0,0.0
110.2,0.0,0.0
110.22,0.0,0.0
110.23999999899999,0.0,0.0
110.23999999899999,0.0,0.0
110.259999999,0.0,0.0
110.28,0.0,0.0
110.28,0.0,0.0
110.299999999,0.0,0.0
110.319999999,0.0,0.0
110.319999999,0.0,0.0
110.34,0.0,0.0
110.36,0.0,0.0
110.36,0.0,0.0
110.37999999899999,0.0,0.0
110.399999999,0.0,0.0
110.42,0.0,0.0
110.42,0.0,0.0
110.44,0.0,0.0
110.459999999,0.0,0.0
110.459999999,0.0,0.0
110.48,0.0,0.0
110.5,0.0,0.0
110.5,0.0,0.0
110.51999999899999,0.0,0.0
110.539999999,0.0,0.0
110.539999999,0.0,0.0
110.56,0.0,0.0
110.58,0.0,0.0
110.599999999,0.0,0.0
110.599999999,0.0,0.0
110.62,0.0,0.0
110.64,0.0,0.0
110.64,0.0,0.0
110.659999999,0.0,0.0
110.679999999,0.0,0.0
110.679999999,0.0,0.0
110.7,0.0,0.0
110.72,0.0,0.0
110.72,0.0,0.0
110.73999999899999,0.0,0.0
110.759999999,0.0,0.0
110.759999999,0.0,0.0
110.78,0.0,0.0
110.799999999,0.0,0.0
110.799999999,0.0,0.0
110.819999999,0.0,0.0
110.84,0.0,0.0
110.84,0.0,0.0
110.86,0.0,0.0
110.87999999899999,0.0,0.0
110.87999999899999,0.0,0.0
110.899999999,0.0,0.0
110.92,0.0,0.0
110.94,0.0,0.0
110.94,0.0,0.0
110.959999999,0.0,0.0
110.98,0.0,0.0
110.98,0.0,0.0
111.0,0.0,0.0
111.01999999899999,0.0,0.0
111.01999999899999,0.0,0.0
111.039999999,0.0,0.0
111.06,0.0,0.0
111.06,0.0,0.0
111.08,0.0,0.0
111.09999999899999,0.0,0.0
111.09999999899999,0.0,0.0
111.12,0.0,0.0
111.14,0.0,0.0
111.159999999,0.0,0.0
111.159999999,0.0,0.0
111.179999999,0.0,0.0
111.2,0.0,0.0
111.2,0.0,0.0
111.22,0.0,0.0
111.23999999899999,0.0,0.0
111.23999999899999,0.0,0.0
111.259999999,0.0,0.0
111.28,0.0,0.0
111.28,0.0,0.0
111.299999999,0.0,0.0
111.319999999,0.0,0.0
111.319999999,0.0,0.0
111.34,0.0,0.0
111.36,0.0,0.0
111.36,0.0,0.0
111.37999999899999,0.0,0.0
111.399999999,0.0,0.0
111.399999999,0.0,0.0
111.42,0.0,0.0
111.44,0.0,0.0
111.459999999,0.0,0.0
111.459999999,0.0,0.0
111.48,0.0,0.0
111.5,0.0,0.0
111.5,0.0,0.0
111.51999999899999,0.0,0.0
111.539999999,0.0,0.0
111.539999999,0.0,0.0
111.56,0.0,0.0
