x,IMU Yaw
145.96,0.0
145.96,0.0
145.979999999,0.0
146.0,0.0
146.0,0.0
146.02,0.0
146.02,0.0
146.039999999,0.0
146.06,0.0
146.06,0.0
146.079999999,0.0
146.099999999,0.0
146.099999999,0.0
146.12,0.0
146.139999999,0.0
146.139999999,0.0
146.159999999,0.0
146.18,0.0
146.18,0.0
146.199999999,0.0
146.22,0.0
146.22,0.0
146.24,0.0
146.24,0.0
146.259999999,0.0
146.28,0.0
146.28,0.0
146.3,0.0
146.319999999,0.0
146.319999999,0.0
146.34,0.0
146.34,0.0
146.359999999,0.0
146.379999999,0.0
146.379999999,0.0
146.4,0.0
146.419999999,0.0
146.419999999,0.0
146.44,0.0
146.46,0.0
146.46,0.0
146.479999999,0.0
146.5,0.0
146.5,0.0
146.52,0.0
146.539999999,0.0
146.539999999,0.0
146.56,0.0
146.579999999,0.0
146.579999999,0.0
146.599999999,0.0
146.62,0.0
146.639999999,0.0
146.639999999,0.0
146.659999999,0.0
146.68,0.0
146.68,0.0
146.68,0.0
146.699999999,0.0
146.699999999,0.0
146.72,0.0
146.74,0.0
146.74,0.0
146.759999999,0.0
146.78,0.0
146.78,0.0
146.8,0.0
146.819999999,0.0
146.819999999,0.0
146.84,0.0
146.859999999,0.0
146.859999999,0.0
146.879999999,0.0
146.9,0.0
146.9,0.0
146.919999999,0.0
146.94,0.0
146.94,0.0
146.96,0.0
146.979999999,0.0
146.979999999,0.0
147.0,0.0
147.02,0.0
147.02,0.0
147.039999999,0.0
147.06,0.0
147.06,0.0
147.079999999,0.0
147.099999999,0.0
147.099999999,0.0
147.12,0.0
147.139999999,0.0
147.139999999,0.0
147.159999999,0.0
147.18,0.0
147.18,0.0
147.199999999,0.0
147.22,0.0
147.22,0.0
147.24,0.0
147.259999999,0.0
147.259999999,0.0
147.28,0.0
147.3,0.0
147.3,0.0
147.319999999,0.0
147.319999999,0.0
147.34,0.0
147.359999999,0.0
147.359999999,0.0
147.379999999,0.0
147.4,0.0
147.4,0.0
147.419999999,0.0
147.44,0.0
147.44,0.0
147.46,0.0
147.479999999,0.0
147.479999999,0.0
147.5,0.0
147.52,0.0
147.52,0.0
147.539999999,0.0
147.539999999,0.0
147.56,0.0
147.579999999,0.0
147.579999999,0.0
147.599999999,0.0
147.62,0.0
147.62,0.0
147.639999999,0.0
147.659999999,0.0
147.659999999,0.0
147.68,0.0
147.699999999,0.0
147.699999999,0.0
147.72,0.0
147.74,0.0
147.74,0.0
147.759999999,0.0
147.78,0.0
147.78,0.0
147.8,0.0
147.819999999,0.0
147.819999999,0.0
147.84,0.0
147.859999999,0.0
147.859999999,0.0
147.879999999,0.0
147.9,0.0
147.9,0.0
147.919999999,0.0
147.94,0.0
147.94,0.0
147.96,0.0
147.979999999,0.0
147.979999999,0.0
148.0,0.0
148.02,0.0
148.02,0.0
148.039999999,0.0
148.06,0.0
148.06,0.0
148.079999999,0.0
148.099999999,0.0
148.099999999,0.0
148.12,0.0
148.139999999,0.0
148.139999999,0.0
148.159999999,0.0
148.18,0.0
148.18,0.0
148.199999999,0.0
148.22,0.0
148.22,0.0
148.24,0.0
148.259999999,0.0
148.259999999,0.0
148.28,0.0
148.3,0.0
148.3,0.0
148.319999999,0.0
148.319999999,0.0
148.34,0.0
148.359999999,0.0
148.359999999,0.0
148.379999999,0.0
148.4,0.0
148.4,0.0
148.419999999,0.0
148.44,0.0
148.44,0.0
148.46,0.0
148.479999999,0.0
148.479999999,0.0
148.5,0.0
148.52,0.0
148.52,0.0
148.539999999,0.0
148.56,0.0
148.56,0.0
148.579999999,0.0
148.599999999,0.0
148.599999999,0.0
148.62,0.0
148.639999999,0.0
148.639999999,0.0
148.659999999,0.0
148.68,0.0
148.68,0.0
148.699999999,0.0
148.699999999,0.0
148.72,0.0
148.74,0.0
148.74,0.0
148.759999999,0.0
148.78,0.0
148.78,0.0
148.8,0.0
148.8,0.0
148.819999999,0.0
148.84,0.0
148.84,0.0
148.859999999,0.0
148.879999999,0.0
148.879999999,0.0
148.9,0.0
148.919999999,0.0
148.919999999,0.0
148.94,0.0
148.96,0.0
148.96,0.0
148.979999999,0.0
149.0,0.0
149.0,0.0
149.02,0.0
149.039999999,0.0
149.039999999,0.0
149.06,0.0
149.079999999,0.0
149.079999999,0.0
149.099999999,0.0
149.12,0.0
149.12,0.0
149.139999999,0.0
149.159999999,0.0
149.159999999,0.0
149.18,0.0
149.18,0.0
149.199999999,0.0
149.22,0.0
149.22,0.0
149.24,0.0
149.259999999,0.0
149.28,0.0
149.28,0.0
149.3,0.0
149.3,0.0
149.319999999,0.0
149.34,0.0
149.34,0.0
149.359999999,0.0
149.379999999,0.0
149.379999999,0.0
149.4,0.0
149.419999999,0.0
149.419999999,0.0
149.44,0.0
149.46,0.0
149.46,0.0
149.479999999,0.0
149.5,0.0
149.5,0.0
149.52,0.0
149.52,0.0
149.539999999,0.0
149.56,0.0
149.56,0.0
149.579999999,0.0
149.599999999,0.0
149.599999999,0.0
149.62,0.0
149.639999999,0.0
149.639999999,0.0
149.659999999,0.0
149.659999999,0.0
149.68,0.0
149.699999999,0.0
149.699999999,0.0
149.72,0.0
149.72,0.0
149.74,0.0
149.759999999,0.0
149.759999999,0.0
149.78,0.0
149.8,0.0
149.8,0.0
149.819999999,0.0
149.84,0.0
149.84,0.0
149.859999999,0.0
149.879999999,0.0
149.879999999,0.0
149.9,0.0
149.919999999,0.0
149.919999999,0.0
149.94,0.0
149.96,0.0
149.96,0.0
149.979999999,0.0
150.0,0.0
150.0,0.0
150.02,0.0
150.039999999,0.0
150.039999999,0.0
150.06,0.0
150.079999999,0.0
150.099999999,0.0
150.099999999,0.0
150.12,0.0
150.139999999,0.0
150.139999999,0.0
150.159999999,0.0
150.18,0.0
150.18,0.0
150.199999999,0.0
150.199999999,0.0
150.22,0.0
150.24,0.0
150.24,0.0
150.259999999,0.0
150.259999999,0.0
150.28,0.0
150.3,0.0
150.3,0.0
150.319999999,0.0
150.34,0.0
150.34,0.0
150.359999999,0.0
150.379999999,0.0
150.379999999,0.0
150.4,0.0
150.4,0.0
150.419999999,0.0
150.419999999,0.0
150.44,0.0
150.46,0.0
150.46,0.0
150.479999999,0.0
150.5,0.0
150.5,0.0
150.52,0.0
150.539999999,0.0
150.539999999,0.0
150.56,0.0
150.56,0.0
150.579999999,0.0
150.599999999,0.0
150.599999999,0.0
150.62,0.0
150.62,0.0
150.639999999,0.0
150.659999999,0.0
150.659999999,0.0
150.68,0.0
150.699999999,0.0
150.699999999,0.0
150.72,0.0
150.74,0.0
150.74,0.0
150.759999999,0.0
150.78,0.0
150.78,0.0
150.8,0.0
150.819999999,0.0
150.819999999,0.0
150.84,0.0
150.859999999,0.0
150.859999999,0.0
150.879999999,0.0
150.9,0.0
150.9,0.0
150.919999999,0.0
150.94,0.0
150.94,0.0
150.96,0.0
150.979999999,0.0
150.979999999,0.0
151.0,0.0
151.02,0.0
151.039999999,0.0
151.039999999,0.0
151.06,0.0
151.079999999,0.0
151.079999999,0.0
151.099999999,0.0
151.12,0.0
151.12,0.0
151.139999999,0.0
151.159999999,0.0
151.159999999,0.0
151.18,0.0
151.199999999,0.0
151.22,0.0
151.22,0.0
151.24,0.0
151.24,0.0
151.259999999,0.0
151.28,0.0
151.28,0.0
151.3,0.0
151.319999999,0.0
151.319999999,0.0
151.34,0.0
151.359999999,0.0
151.359999999,0.0
151.379999999,0.0
151.4,0.0
151.4,0.0
151.419999999,0.0
151.44,0.0
151.44,0.0
151.46,0.0
151.479999999,0.0
151.479999999,0.0
151.5,0.0
151.52,0.0
151.52,0.0
151.539999999,0.0
151.56,0.0
151.56,0.0
151.579999999,0.0
151.599999999,0.0
151.599999999,0.0
151.62,0.0
151.639999999,0.0
151.639999999,0.0
151.659999999,0.0
151.68,0.0
151.68,0.0
151.699999999,0.0
151.72,0.0
151.72,0.0
151.74,0.0
151.759999999,0.0
151.759999999,0.0
151.78,0.0
151.8,0.0
151.8,0.0
151.819999999,0.0
151.84,0.0
151.84,0.0
151.859999999,0.0
151.879999999,0.0
151.879999999,0.0
151.9,0.0
151.919999999,0.0
151.919999999,0.0
151.94,0.0
151.96,0.0
151.96,0.0
151.979999999,0.0
152.0,0.0
152.02,0.0
152.02,0.0
152.039999999,0.0
152.06,0.0
152.06,0.0
152.079999999,0.0
152.079999999,0.0
152.099999999,0.0
152.099999999,0.0
152.12,0.0
152.139999999,0.0
152.159999999,0.0
152.159999999,0.0
152.18,0.0
152.199999999,0.0
152.199999999,0.0
152.22,0.0
152.24,0.0
152.259999999,0.0
152.259999999,0.0
152.28,0.0
152.3,0.0
152.3,0.0
152.319999999,0.0
152.34,0.0
152.34,0.0
152.359999999,0.0
152.379999999,0.0
152.379999999,0.0
152.4,0.0
152.419999999,0.0
152.419999999,0.0
152.44,0.0
152.46,0.0
152.46,0.0
152.479999999,0.0
152.5,0.0
152.5,0.0
152.52,0.0
152.539999999,0.0
152.539999999,0.0
152.56,0.0
152.579999999,0.0
152.579999999,0.0
152.599999999,0.0
152.599999999,0.0
152.62,0.0
152.639999999,0.0
152.639999999,0.0
152.659999999,0.0
152.68,0.0
152.68,0.0
152.699999999,0.0
152.72,0.0
152.72,0.0
152.74,0.0
152.759999999,0.0
152.759999999,0.0
152.78,0.0
152.8,0.0
152.819999999,0.0
152.819999999,0.0
152.84,0.0
152.859999999,0.0
152.859999999,0.0
152.879999999,0.0
152.9,0.0
152.9,0.0
152.919999999,0.0
152.94,0.0
152.96,0.0
152.96,0.0
152.979999999,0.0
153.0,0.0
153.0,0.0
153.02,0.0
153.039999999,0.0
153.039999999,0.0
153.06,0.0
153.079999999,0.0
153.099999999,0.0
153.099999999,0.0
153.12,0.0
153.139999999,0.0
153.139999999,0.0
153.159999999,0.0
153.159999999,0.0
153.18,0.0
153.199999999,0.0
153.199999999,0.0
153.22,0.0
153.22,0.0
153.24,0.0
153.259999999,0.0
153.259999999,0.0
153.28,0.0
153.28,0.0
153.3,0.0
153.3,0.0
153.319999999,0.0
153.319999999,0.0
153.34,0.0
153.359999999,0.0
153.359999999,0.0
153.379999999,0.0
153.4,0.0
153.4,0.0
153.419999999,0.0
153.44,0.0
153.44,0.0
153.46,0.0
153.479999999,0.0
153.5,0.0
153.5,0.0
153.52,0.0
153.539999999,0.0
153.539999999,0.0
153.56,0.0
153.579999999,0.0
153.579999999,0.0
153.599999999,0.0
153.62,0.0
153.62,0.0
153.639999999,0.0
153.659999999,0.0
153.659999999,0.0
153.68,0.0
153.699999999,0.0
153.699999999,0.0
153.72,0.0
153.72,0.0
153.74,0.0
153.759999999,0.0
153.759999999,0.0
153.78,0.0
153.8,0.0
153.8,0.0
153.819999999,0.0
153.84,0.0
153.84,0.0
153.859999999,0.0
153.879999999,0.0
153.9,0.0
153.9,0.0
153.919999999,0.0
153.94,0.0
153.94,0.0
153.96,0.0
153.979999999,0.0
154.0,0.0
154.0,0.0
154.02,0.0
154.039999999,0.0
154.039999999,0.0
154.06,0.0
154.079999999,0.0
154.099999999,0.0
154.099999999,0.0
154.12,0.0
154.139999999,0.0
154.139999999,0.0
154.159999999,0.0
154.18,0.0
154.199999999,0.0
154.199999999,0.0
154.22,0.0
154.24,0.0
154.24,0.0
154.259999999,0.0
154.28,0.0
154.3,0.0
154.3,0.0
154.319999999,0.0
154.34,0.0
154.34,0.0
154.359999999,0.0
154.379999999,0.0
154.4,0.0
154.4,0.0
154.419999999,0.0
154.44,0.0
154.44,0.0
154.46,0.0
154.479999999,0.0
154.5,0.0
154.5,0.0
154.52,0.0
154.539999999,0.0
154.539999999,0.0
154.56,0.0
154.579999999,0.0
154.599999999,0.0
154.599999999,0.0
154.62,0.0
154.639999999,0.0
154.639999999,0.0
154.659999999,0.0
154.68,0.0
154.699999999,0.0
154.699999999,0.0
154.72,0.0
154.74,0.0
154.74,0.0
154.759999999,0.0
154.78,0.0
154.78,0.0
154.8,0.0
154.819999999,0.0
154.819999999,0.0
154.84,0.0
154.859999999,0.0
154.879999999,0.0
154.879999999,0.0
154.9,0.0
154.919999999,0.0
154.919999999,0.0
154.94,0.0
154.96,0.0
154.979999999,0.0
154.979999999,0.0
155.0,0.0
155.02,0.0
155.02,0.0
155.039999999,0.0
155.06,0.0
155.06,0.0
155.079999999,0.0
155.099999999,0.0
155.12,0.0
155.12,0.0
155.139999999,0.0
155.159999999,0.0
155.159999999,0.0
155.18,0.0
155.199999999,0.0
155.22,0.0
155.22,0.0
155.24,0.0
155.259999999,0.0
155.259999999,0.0
155.28,0.0
155.3,0.0
155.3,0.0
155.319999999,0.0
155.34,0.0
155.34,0.0
155.359999999,0.0
155.379999999,0.0
155.379999999,0.0
155.4,0.0
155.419999999,0.0
155.419999999,0.0
155.44,0.0
155.46,0.0
155.479999999,0.0
155.479999999,0.0
155.5,0.0
155.52,0.0
155.52,0.0
155.539999999,0.0
155.56,0.0
155.56,0.0
155.579999999,0.0
155.599999999,0.0
