x,FL,FR,RL,RR
0.0,0.0,0.0,0.0,0.0
0.019999999999999997,0.0,0.0,0.0,0.0
0.04,0.0,0.0,0.0,0.0
0.060000000000000005,0.0,0.0,0.0,0.0
0.08000000000000002,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0
0.12000000000000002,0.0,0.0,0.0,0.0
0.14,0.0,0.0,0.0,0.0
0.16,0.0,0.0,0.0,0.0
0.18000000000000002,0.0,0.0,0.0,0.0
0.2,0.0,0.0,0.0,0.0
0.22000000000000003,0.0,0.0,0.0,0.0
0.24000000000000005,0.1779082864522934,0.1779082864522934,0.17790819704532623,0.17790819704532623
0.26,0.1779082864522934,0.1779082864522934,0.17790819704532623,0.17790819704532623
0.28,0.1779082864522934,0.1779082864522934,0.17790819704532623,0.17790819704532623
0.30000000000000004,0.7434377074241638,0.7434377074241638,0.7434374690055847,0.7434374690055847
0.30000000000000004,0.7434377074241638,0.7434377074241638,0.7434374690055847,0.7434374690055847
0.30000000000000004,0.7434377074241638,0.7434377074241638,0.7434374690055847,0.7434374690055847
0.30000000000000004,0.7434377074241638,0.7434377074241638,0.7434374690055847,0.7434374690055847
0.30000000000000004,0.7434377074241638,0.7434377074241638,0.7434374690055847,0.7434374690055847
0.30000000000000004,0.7434377074241638,0.7434377074241638,0.7434374690055847,0.7434374690055847
0.30000000000000004,0.7434377074241638,0.7434377074241638,0.7434374690055847,0.7434374690055847
0.30000000000000004,0.7434377074241638,0.7434377074241638,0.7434374690055847,0.7434374690055847
0.32,0.7434377074241638,0.7434377074241638,0.7434374690055847,0.7434374690055847
0.32,0.7434377074241638,0.7434377074241638,0.7434374690055847,0.7434374690055847
0.32,0.7434377074241638,0.7434377074241638,0.7434374690055847,0.7434374690055847
0.34,0.7434377074241638,0.7434377074241638,0.7434374690055847,0.7434374690055847
0.34,3.152832269668579,3.152832269668579,3.1528310775756836,3.1528310775756836
0.34,3.152832269668579,3.152832269668579,3.1528310775756836,3.1528310775756836
0.34,3.152832269668579,3.152832269668579,3.1528310775756836,3.1528310775756836
0.36000000000000004,3.152832269668579,3.152832269668579,3.1528310775756836,3.1528310775756836
0.36000000000000004,3.152832269668579,3.152832269668579,3.1528310775756836,3.1528310775756836
0.36000000000000004,3.152832269668579,3.152832269668579,3.1528310775756836,3.1528310775756836
0.38,3.152832269668579,3.152832269668579,3.1528310775756836,3.1528310775756836
0.38,3.152832269668579,3.152832269668579,3.1528310775756836,3.1528310775756836
0.38,3.152832269668579,3.152832269668579,3.1528310775756836,3.1528310775756836
0.38,3.152832269668579,3.152832269668579,3.1528310775756836,3.1528310775756836
0.4,7.921084880828857,7.921084880828857,7.921083450317383,7.921083450317383
0.4,7.921084880828857,7.921084880828857,7.921083450317383,7.921083450317383
0.4,7.921084880828857,7.921084880828857,7.921083450317383,7.921083450317383
0.42000000000000004,7.921084880828857,7.921084880828857,7.921083450317383,7.921083450317383
0.42000000000000004,7.921084880828857,7.921084880828857,7.921083450317383,7.921083450317383
0.42000000000000004,7.921084880828857,7.921084880828857,7.921083450317383,7.921083450317383
0.44,7.921084880828857,7.921084880828857,7.921083450317383,7.921083450317383
0.44,7.921084880828857,7.921084880828857,7.921083450317383,7.921083450317383
0.44,7.921084880828857,7.921084880828857,7.921083450317383,7.921083450317383
0.44,7.921084880828857,7.921084880828857,7.921083450317383,7.921083450317383
0.46,7.921084880828857,7.921084880828857,7.921083450317383,7.921083450317383
0.46,7.921084880828857,7.921084880828857,7.921083450317383,7.921083450317383
0.46,7.921084880828857,7.921084880828857,7.921083450317383,7.921083450317383
0.48000000000000004,7.921084880828857,7.921084880828857,7.921083450317383,7.921083450317383
0.48000000000000004,12.144465446472168,12.144465446472168,12.144464492797852,12.144464492797852
0.48000000000000004,12.144465446472168,12.144465446472168,12.144464492797852,12.144464492797852
0.48000000000000004,12.144465446472168,12.144465446472168,12.144464492797852,12.144464492797852
0.5,15.639657974243164,15.639657974243164,15.639656066894531,15.639656066894531
0.5,15.639657974243164,15.639657974243164,15.639656066894531,15.639656066894531
0.5,15.639657974243164,15.639657974243164,15.639656066894531,15.639656066894531
0.52,15.639657974243164,15.639657974243164,15.639656066894531,15.639656066894531
0.52,15.639657974243164,15.639657974243164,15.639656066894531,15.639656066894531
0.52,15.639657974243164,15.639657974243164,15.639656066894531,15.639656066894531
0.52,15.639657974243164,15.639657974243164,15.639656066894531,15.639656066894531
0.54,18.435108184814453,18.435108184814453,18.435108184814453,18.435108184814453
0.54,18.435108184814453,18.435108184814453,18.435108184814453,18.435108184814453
0.54,18.435108184814453,18.435108184814453,18.435108184814453,18.435108184814453
0.5599999999999999,18.435108184814453,18.435108184814453,18.435108184814453,18.435108184814453
0.5599999999999999,18.435108184814453,18.435108184814453,18.435108184814453,18.435108184814453
0.5599999999999999,18.435108184814453,18.435108184814453,18.435108184814453,18.435108184814453
0.5599999999999999,18.435108184814453,18.435108184814453,18.435108184814453,18.435108184814453
0.58,18.435108184814453,18.435108184814453,18.435108184814453,18.435108184814453
0.58,18.435108184814453,18.435108184814453,18.435108184814453,18.435108184814453
0.58,18.435108184814453,18.435108184814453,18.435108184814453,18.435108184814453
0.6,18.435108184814453,18.435108184814453,18.435108184814453,18.435108184814453
0.6,21.8633975982666,21.8633975982666,21.86339569091797,21.86339569091797
0.6,21.8633975982666,21.8633975982666,21.86339569091797,21.86339569091797
0.6,21.8633975982666,21.8633975982666,21.86339569091797,21.86339569091797
0.62,21.8633975982666,21.8633975982666,21.86339569091797,21.86339569091797
0.62,21.8633975982666,21.8633975982666,21.86339569091797,21.86339569091797
0.62,21.8633975982666,21.8633975982666,21.86339569091797,21.86339569091797
0.64,21.8633975982666,21.8633975982666,21.86339569091797,21.86339569091797
0.64,25.374553680419922,25.374553680419922,25.374553680419922,25.374553680419922
0.64,25.374553680419922,25.374553680419922,25.374553680419922,25.374553680419922
0.64,25.374553680419922,25.374553680419922,25.374553680419922,25.374553680419922
0.66,25.374553680419922,25.374553680419922,25.374553680419922,25.374553680419922
0.66,25.374553680419922,25.374553680419922,25.374553680419922,25.374553680419922
0.66,25.374553680419922,25.374553680419922,25.374553680419922,25.374553680419922
0.66,25.374553680419922,25.374553680419922,25.374553680419922,25.374553680419922
0.6799999999999999,25.374553680419922,25.374553680419922,25.374553680419922,25.374553680419922
0.6799999999999999,25.374553680419922,25.374553680419922,25.374553680419922,25.374553680419922
0.6799999999999999,25.374553680419922,25.374553680419922,25.374553680419922,25.374553680419922
0.7,25.374553680419922,25.374553680419922,25.374553680419922,25.374553680419922
0.7,28.91893196105957,28.91893196105957,28.91893196105957,28.91893196105957
0.7,28.91893196105957,28.91893196105957,28.91893196105957,28.91893196105957
0.7,28.91893196105957,28.91893196105957,28.91893196105957,28.91893196105957
0.72,28.91893196105957,28.91893196105957,28.91893196105957,28.91893196105957
0.72,28.91893196105957,28.91893196105957,28.91893196105957,28.91893196105957
0.72,28.91893196105957,28.91893196105957,28.91893196105957,28.91893196105957
0.74,28.91893196105957,28.91893196105957,28.91893196105957,28.91893196105957
0.74,32.55918884277344,32.55918884277344,32.55918884277344,32.55918884277344
0.74,32.55918884277344,32.55918884277344,32.55918884277344,32.55918884277344
0.76,32.55918884277344,32.55918884277344,32.55918884277344,32.55918884277344
0.76,32.55918884277344,32.55918884277344,32.55918884277344,32.55918884277344
0.76,32.55918884277344,32.55918884277344,32.55918884277344,32.55918884277344
0.76,32.55918884277344,32.55918884277344,32.55918884277344,32.55918884277344
0.78,35.284793853759766,35.04881286621094,35.278202056884766,35.042381286621094
0.78,35.284793853759766,35.04881286621094,35.278202056884766,35.042381286621094
0.78,35.284793853759766,35.04881286621094,35.278202056884766,35.042381286621094
0.8,35.284793853759766,35.04881286621094,35.278202056884766,35.042381286621094
0.8,35.284793853759766,35.04881286621094,35.278202056884766,35.042381286621094
0.8,35.284793853759766,35.04881286621094,35.278202056884766,35.042381286621094
0.8,35.284793853759766,35.04881286621094,35.278202056884766,35.042381286621094
0.82,35.284793853759766,35.04881286621094,35.278202056884766,35.042381286621094
0.82,35.284793853759766,35.04881286621094,35.278202056884766,35.042381286621094
0.82,35.284793853759766,35.04881286621094,35.278202056884766,35.042381286621094
0.84,35.284793853759766,35.04881286621094,35.278202056884766,35.042381286621094
0.84,38.83236312866211,38.409423828125,38.78701400756836,38.36636734008789
0.84,38.83236312866211,38.409423828125,38.78701400756836,38.36636734008789
0.84,38.83236312866211,38.409423828125,38.78701400756836,38.36636734008789
0.86,38.83236312866211,38.409423828125,38.78701400756836,38.36636734008789
0.86,38.83236312866211,38.409423828125,38.78701400756836,38.36636734008789
0.86,38.83236312866211,38.409423828125,38.78701400756836,38.36636734008789
0.88,38.83236312866211,38.409423828125,38.78701400756836,38.36636734008789
